"Notes"	"ICD Chapter"	"ICD Chapter Code"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Montana"	"30"	13	989415	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Nebraska"	"31"	27	1826341	1.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Nevada"	"32"	11	2700551	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"New Hampshire"	"33"	12	1316470	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"New Jersey"	"34"	134	8791894	1.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"New Mexico"	"35"	23	2059179	1.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"New York"	"36"	199	19378102	1.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"North Carolina"	"37"	125	9535483	1.3
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Ohio"	"39"	173	11536504	1.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Oklahoma"	"40"	39	3751351	1.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Oregon"	"41"	51	3831074	1.3
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Pennsylvania"	"42"	163	12702379	1.3
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Rhode Island"	"44"	14	1052567	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"South Carolina"	"45"	55	4625364	1.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"South Dakota"	"46"	19	814180	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Tennessee"	"47"	76	6346105	1.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Texas"	"48"	241	25145561	1.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Utah"	"49"	14	2763885	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Vermont"	"50"	12	625741	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Virginia"	"51"	69	8001024	0.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Washington"	"53"	68	6724540	1.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"West Virginia"	"54"	22	1852994	1.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	"Wisconsin"	"55"	44	5686986	0.8
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"Alabama"	"01"	10	4779736	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"California"	"06"	14	37253956	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"New Jersey"	"34"	10	8791894	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"North Carolina"	"37"	13	9535483	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"Pennsylvania"	"42"	16	12702379	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	"Texas"	"48"	13	25145561	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Arizona"	"04"	12	6392017	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"California"	"06"	91	37253956	0.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Florida"	"12"	24	18801310	0.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Illinois"	"17"	18	12830632	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Maryland"	"24"	15	5773552	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Michigan"	"26"	19	9883640	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Minnesota"	"27"	11	5303925	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"New Jersey"	"34"	18	8791894	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"New York"	"36"	28	19378102	0.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"North Carolina"	"37"	24	9535483	0.3
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Ohio"	"39"	26	11536504	0.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Oregon"	"41"	12	3831074	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Pennsylvania"	"42"	22	12702379	0.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"South Carolina"	"45"	14	4625364	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Tennessee"	"47"	11	6346105	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Texas"	"48"	41	25145561	0.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Virginia"	"51"	10	8001024	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	"Washington"	"53"	18	6724540	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Alabama"	"01"	828	4779736	17.3
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Alaska"	"02"	35	710231	4.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Arizona"	"04"	807	6392017	12.6
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Arkansas"	"05"	550	2915918	18.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"California"	"06"	2936	37253956	7.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Colorado"	"08"	388	5029196	7.7
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Connecticut"	"09"	405	3574097	11.3
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Delaware"	"10"	110	897934	12.3
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"District of Columbia"	"11"	99	601723	16.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Florida"	"12"	2871	18801310	15.3
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Georgia"	"13"	1250	9687653	12.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Hawaii"	"15"	160	1360301	11.8
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Idaho"	"16"	178	1567582	11.4
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Illinois"	"17"	1409	12830632	11.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Indiana"	"18"	866	6483802	13.4
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Iowa"	"19"	322	3046355	10.6
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Kansas"	"20"	344	2853118	12.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Kentucky"	"21"	680	4339367	15.7
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Louisiana"	"22"	837	4533372	18.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Maine"	"23"	192	1328361	14.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Maryland"	"24"	760	5773552	13.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Massachusetts"	"25"	710	6547629	10.8
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Michigan"	"26"	1487	9883640	15.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Minnesota"	"27"	499	5303925	9.4
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Mississippi"	"28"	727	2967297	24.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Missouri"	"29"	786	5988927	13.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Montana"	"30"	128	989415	12.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Nebraska"	"31"	209	1826341	11.4
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Nevada"	"32"	241	2700551	8.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"New Hampshire"	"33"	118	1316470	9.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"New Jersey"	"34"	1341	8791894	15.3
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"New Mexico"	"35"	340	2059179	16.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"New York"	"36"	2446	19378102	12.6
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"North Carolina"	"37"	1145	9535483	12.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"North Dakota"	"38"	95	672591	14.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Ohio"	"39"	1759	11536504	15.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Oklahoma"	"40"	608	3751351	16.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Oregon"	"41"	556	3831074	14.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Pennsylvania"	"42"	1701	12702379	13.4
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Rhode Island"	"44"	134	1052567	12.7
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"South Carolina"	"45"	682	4625364	14.7
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"South Dakota"	"46"	126	814180	15.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Tennessee"	"47"	811	6346105	12.8
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Texas"	"48"	2463	25145561	9.8
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Utah"	"49"	301	2763885	10.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Vermont"	"50"	81	625741	12.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Virginia"	"51"	887	8001024	11.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Washington"	"53"	666	6724540	9.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"West Virginia"	"54"	401	1852994	21.6
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Wisconsin"	"55"	595	5686986	10.5
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Unspecified diabetes mellitus, without complications"	"E14.9"	"Wyoming"	"56"	52	563626	9.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Alabama"	"01"	13	4779736	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Florida"	"12"	20	18801310	0.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Indiana"	"18"	11	6483802	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Louisiana"	"22"	10	4533372	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Maryland"	"24"	11	5773552	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Michigan"	"26"	18	9883640	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Mississippi"	"28"	13	2967297	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Missouri"	"29"	11	5988927	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"New York"	"36"	18	19378102	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"North Carolina"	"37"	14	9535483	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Pennsylvania"	"42"	26	12702379	0.2
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"South Carolina"	"45"	11	4625364	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Tennessee"	"47"	19	6346105	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Texas"	"48"	25	25145561	0.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Hypoglycaemia, unspecified"	"E16.2"	"Virginia"	"51"	14	8001024	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other and unspecified adrenocortical insufficiency"	"E27.4"	"New York"	"36"	12	19378102	Unreliable
