,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005169,Portugal,,620,B,"14,701","26,052","38,003","55,478","87,133","111,477","110,726","93,723","68,934","49,190","33,396","21,797","17,096","13,911","13,834","15,733","771,184","9,788","16,617","22,576","33,101","49,777","59,232","50,740","39,639","28,277","20,166","13,529","8,409","6,302","5,871","5,726","7,024","376,774","4,913","9,435","15,427","22,377","37,356","52,245","59,986","54,084","40,657","29,024","19,867","13,388","10,794","8,040","8,108","8,709","394,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005170,San Marino,,674,C,115,153,170,208,397,563,673,590,500,345,202,115,58,47,29,53,"4,218",50,67,78,101,210,310,384,335,283,191,111,66,36,30,19,31,"2,302",65,86,92,107,187,253,289,255,217,154,91,49,22,17,10,22,"1,916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005171,Serbia,19,688,B,"3,356","9,402","18,318","27,888","39,369","47,640","53,175","63,129","68,632","79,104","79,417","73,729","69,884","51,500","66,730","93,847","845,120","1,758","4,901","9,431","14,123","19,234","22,466","24,381","28,656","30,995","35,669","35,822","31,001","29,090","20,946","27,501","37,499","373,473","1,598","4,501","8,887","13,765","20,135","25,174","28,794","34,473","37,637","43,435","43,595","42,728","40,794","30,554","39,229","56,348","471,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005172,Slovenia,,705,B,"1,926","3,359","4,636","6,212","10,328","16,305","20,688","21,224","19,269","20,115","20,457","16,641","11,194","9,341","6,509","9,072","197,276","1,063","1,846","2,484","3,205","5,128","8,189","10,873","11,828","11,192","11,969","12,198","9,644","6,087","4,633","2,929","3,863","107,131",863,"1,513","2,152","3,007","5,200","8,116","9,815","9,396","8,077","8,146","8,259","6,997","5,107","4,708","3,580","5,209","90,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005173,Spain,20,724,B,"56,559","136,058","193,214","218,129","362,266","546,733","608,759","538,604","422,770","305,438","210,542","147,473","114,347","90,935","67,139","88,260","4,107,226","28,773","69,853","100,778","113,515","188,348","286,603","326,745","291,895","226,010","158,853","105,521","71,199","54,706","44,102","32,094","41,685","2,140,680","27,786","66,205","92,436","104,614","173,918","260,130","282,014","246,709","196,760","146,585","105,021","76,274","59,641","46,833","35,045","46,575","1,966,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005174,TFYR Macedonia,21,807,B,"5,543","4,931","3,736","2,655","3,079","5,249","6,730","7,886","9,851","11,359","12,214","13,249","13,597","11,908","9,032","6,648","127,667","2,836","2,502","1,929","1,314","1,402","2,154","2,610","3,064","3,915","4,591","4,974","5,406","5,523","4,806","3,579","2,615","53,220","2,707","2,429","1,807","1,341","1,677","3,095","4,120","4,822","5,936","6,768","7,240","7,843","8,074","7,102","5,453","4,033","74,447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005175,Western Europe,,926,,"289,359","471,788","634,214","971,645","1,433,303","1,878,902","2,133,995","2,194,733","2,189,721","2,015,311","1,867,905","1,630,791","1,272,506","956,018","775,052","1,175,497","21,890,740","147,285","240,359","324,570","494,018","682,635","901,237","1,047,626","1,096,331","1,120,962","1,015,470","906,813","843,302","663,896","489,406","385,987","472,124","10,832,021","142,074","231,429","309,644","477,627","750,668","977,665","1,086,369","1,098,402","1,068,759","999,841","961,092","787,489","608,610","466,612","389,065","703,373","11,058,719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005176,Austria,,40,B,"15,515","20,855","28,110","44,437","73,537","106,383","116,897","120,104","115,026","104,284","91,162","75,411","67,273","52,464","42,992","61,820","1,136,270","7,929","10,535","14,367","23,076","35,264","48,619","56,255","59,450","58,888","52,632","45,473","36,508","32,360","24,100","18,688","19,474","543,618","7,586","10,320","13,743","21,361","38,273","57,764","60,642","60,654","56,138","51,652","45,689","38,903","34,913","28,364","24,304","42,346","592,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005177,Belgium,,56,C,"43,493","41,064","38,122","41,181","59,118","85,928","93,989","90,370","80,629","68,862","58,118","47,208","40,704","31,412","25,425","36,408","882,031","21,829","20,826","19,155","20,666","27,330","41,524","47,715","47,395","43,172","37,492","32,084","25,741","21,900","16,503","12,546","14,950","450,828","21,664","20,238","18,967","20,515","31,788","44,404","46,274","42,975","37,457","31,370","26,034","21,467","18,804","14,909","12,879","21,458","431,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005178,France,,250,B,"74,543","139,719","165,116","225,022","337,005","448,855","524,882","565,266","602,403","650,252","657,763","614,943","483,912","366,970","303,789","577,160","6,737,600","37,102","71,027","83,253","114,024","155,182","210,415","253,846","279,437","296,750","314,445","321,164","323,000","259,272","196,589","153,827","231,526","3,300,859","37,441","68,692","81,863","110,998","181,823","238,440","271,036","285,829","305,653","335,807","336,599","291,943","224,640","170,381","149,962","345,634","3,436,741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005179,Germany,,276,B,"67,825","151,929","264,067","493,770","708,100","873,594","983,020","1,005,628","1,014,672","855,507","777,734","674,639","502,814","374,334","297,064","357,750","9,402,447","35,055","78,196","138,447","251,632","335,789","419,356","485,998","506,785","528,573","432,219","358,997","348,753","263,407","188,595","151,489","152,887","4,676,178","32,770","73,733","125,620","242,138","372,311","454,238","497,022","498,843","486,099","423,288","418,737","325,886","239,407","185,739","145,575","204,863","4,726,269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005180,Liechtenstein,,438,B,"1,587",935,898,"1,079","1,419","1,574","1,547","1,558","1,550","1,517","1,390","1,146",896,712,566,524,"18,898",791,466,441,514,651,713,714,742,764,775,742,632,512,407,307,263,"9,434",796,469,457,565,768,861,833,816,786,742,648,514,384,305,259,261,"9,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005181,Luxembourg,,442,B,"2,420","4,628","6,281","6,431","9,188","15,275","17,679","17,268","15,791","13,843","12,546","8,992","6,647","4,357","3,346","5,926","150,618","1,232","2,356","3,180","3,217","4,531","7,505","8,765","8,702","8,088","7,196","6,556","4,555","3,266","2,019","1,427","2,356","74,951","1,188","2,272","3,101","3,214","4,657","7,770","8,914","8,566","7,703","6,647","5,990","4,437","3,381","2,338","1,919","3,570","75,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005182,Monaco,,492,B,365,610,546,605,599,754,"1,080","1,576","1,797","1,886","1,754","1,832","1,894","1,642","1,370","3,002","21,312",177,300,277,316,305,372,511,762,882,950,886,914,928,793,625,"1,324","10,322",188,310,269,289,294,382,569,814,915,936,868,918,966,849,745,"1,678","10,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005183,Netherlands,,528,B,"21,804","39,743","57,225","79,285","128,182","179,363","196,578","201,357","183,026","158,289","132,536","102,302","84,627","63,007","48,175","60,628","1,736,127","10,347","18,546","26,450","38,231","64,169","89,390","94,420","93,839","92,507","84,803","68,323","47,097","38,311","29,864","23,343","23,804","843,444","11,457","21,197","30,775","41,054","64,013","89,973","102,158","107,518","90,519","73,486","64,213","55,205","46,316","33,143","24,832","36,824","892,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005184,Switzerland,,756,B,"61,807","72,305","73,849","79,835","116,155","167,176","198,323","191,606","174,827","160,871","134,902","104,318","83,739","61,120","52,325","72,279","1,805,437","32,823","38,107","39,000","42,342","59,414","83,343","99,402","99,219","91,338","84,958","72,588","56,102","43,940","30,536","23,735","25,540","922,387","28,984","34,198","34,849","37,493","56,741","83,833","98,921","92,387","83,489","75,913","62,314","48,216","39,799","30,584","28,590","46,739","883,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005185,LATIN AMERICA AND THE CARIBBEAN,,904,,"338,335","380,143","415,819","416,293","539,452","609,556","612,954","583,768","537,732","496,029","484,300","407,657","355,527","304,500","271,355","484,056","7,237,476","174,134","194,051","210,273","206,352","265,454","298,473","301,923","289,012","267,263","249,424","244,312","207,675","179,275","156,170","136,944","216,258","3,596,993","164,201","186,092","205,546","209,941","273,998","311,083","311,031","294,756","270,469","246,605","239,988","199,982","176,252","148,330","134,411","267,798","3,640,483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005186,Caribbean,,915,,"60,036","65,880","76,946","97,466","143,847","154,717","143,473","122,979","107,619","91,339","76,566","51,139","42,247","33,638","26,903","38,323","1,333,118","31,908","34,428","39,446","50,280","75,811","81,054","73,282","61,702","53,331","44,893","38,386","25,874","22,108","17,079","14,374","18,995","682,951","28,128","31,452","37,500","47,186","68,036","73,663","70,191","61,277","54,288","46,446","38,180","25,265","20,139","16,559","12,529","19,328","650,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005187,Anguilla,,660,B,355,315,274,291,389,477,534,530,446,335,237,177,142,64,55,63,"4,684",164,144,126,138,188,229,249,248,221,174,120,84,62,24,21,18,"2,210",191,171,148,153,201,248,285,282,225,161,117,93,80,40,34,45,"2,474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005188,Antigua and Barbuda,,28,B,"1,345","1,113","1,500","1,877","2,151","2,565","2,829","2,824","2,524","1,937","1,349",909,678,430,278,432,"24,741",624,524,705,898,973,"1,146","1,224","1,210","1,098",854,600,406,303,195,126,166,"11,052",721,589,795,979,"1,178","1,419","1,605","1,614","1,426","1,083",749,503,375,235,152,266,"13,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005189,Aruba,,533,B,585,949,"1,545","1,884","2,613","3,209","3,739","4,133","3,916","3,019","2,182","1,491",932,760,582,"1,001","32,540",279,479,747,938,"1,295","1,461","1,735","1,865","1,651","1,215",920,637,383,320,262,372,"14,559",306,470,798,946,"1,318","1,748","2,004","2,268","2,265","1,804","1,262",854,549,440,320,629,"17,981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005190,Bahamas,,44,B,"1,600",915,"1,060","2,017","3,397","4,726","5,645","5,921","5,225","3,249","3,031","2,426","2,106","1,769",956,"1,552","45,595",768,435,505,996,"1,700","2,369","2,859","3,053","2,741","1,739","1,657","1,333","1,159",967,536,829,"23,646",832,480,555,"1,021","1,697","2,357","2,786","2,868","2,484","1,510","1,374","1,093",947,802,420,723,"21,949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005191,Barbados,,52,B,"1,214","1,261","1,363","1,897","2,452","2,780","3,020","3,060","2,725","2,549","2,111","1,774","1,322","1,118",829,"1,149","30,624",651,659,649,932,"1,167","1,253","1,348","1,359","1,177","1,061",871,741,529,436,331,411,"13,575",563,602,714,965,"1,285","1,527","1,672","1,701","1,548","1,488","1,240","1,033",793,682,498,738,"17,049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005192,British Virgin Islands,,92,B,588,619,722,865,"1,061","1,393","1,549","1,798","1,765","1,431","1,045",803,577,344,203,253,"15,016",292,301,340,432,505,676,767,891,842,661,554,390,328,185,110,127,"7,401",296,318,382,433,556,717,782,907,923,770,491,413,249,159,93,126,"7,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005193,Caribbean Netherlands,22,535,B,"1,639","1,598","3,234","3,717","2,790","3,321","4,195","4,971","5,589","5,412","4,020","3,358","1,981","1,455",942,883,"49,105",779,722,"1,575","1,542","1,151","1,448","1,619","2,171","2,297","2,350","1,818","1,729",925,791,583,230,"21,730",860,876,"1,659","2,175","1,639","1,873","2,576","2,800","3,292","3,062","2,202","1,629","1,056",664,359,653,"27,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005194,Cayman Islands,,136,C,709,920,979,"1,277","1,834","2,151","2,365","2,348","2,344","1,845","1,468","1,114",859,599,419,424,"21,655",366,442,530,651,816,"1,027","1,190","1,204","1,289",943,749,567,495,327,231,184,"11,011",343,478,449,626,"1,018","1,124","1,175","1,144","1,055",902,719,547,364,272,188,240,"10,644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005195,Cuba,,192,B,294,496,455,873,"1,350","1,302","1,113","1,170","1,249","1,188",976,996,970,783,906,"2,902","17,023",164,261,250,472,651,632,481,431,419,409,361,369,440,406,436,"1,358","7,540",130,235,205,401,699,670,632,739,830,779,615,627,530,377,470,"1,544","9,483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005196,Curaçao,,531,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005197,Dominica,,212,B,536,581,527,496,446,389,330,276,232,186,166,132,121,112,103,111,"4,744",266,299,279,259,234,212,177,146,124,103,92,75,68,62,55,40,"2,491",270,282,248,237,212,177,153,130,108,83,74,57,53,50,48,71,"2,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005198,Dominican Republic,,214,B,"25,506","22,481","24,009","34,349","56,748","58,343","42,503","29,329","21,498","15,206","12,451","8,270","7,889","5,576","4,790","7,053","376,001","14,343","12,422","13,047","19,374","34,220","36,368","27,319","18,614","13,500","9,526","7,987","5,310","5,254","3,004","3,308","4,584","228,180","11,163","10,059","10,962","14,975","22,528","21,975","15,184","10,715","7,998","5,680","4,464","2,960","2,635","2,572","1,482","2,469","147,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005199,Grenada,,308,B,598,504,457,700,885,574,439,424,468,421,341,329,239,186,161,176,"6,902",312,254,243,355,468,281,179,198,218,195,180,159,134,98,85,65,"3,424",286,250,214,345,417,293,260,226,250,226,161,170,105,88,76,111,"3,478",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005200,Guadeloupe,23,312,B,"3,071","6,195","7,412","7,984","7,068","8,371","9,460","9,369","8,220","6,810","5,260","3,474","2,683","1,571",988,"1,129","89,065","1,535","3,100","3,711","3,971","3,323","3,618","3,904","3,925","3,536","3,031","2,437","1,656","1,456",893,588,589,"41,273","1,536","3,095","3,701","4,013","3,745","4,753","5,556","5,444","4,684","3,779","2,823","1,818","1,227",678,400,540,"47,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005201,Haiti,,332,B,"2,459","1,613","1,418","1,573","2,012","2,594","3,143","3,367","3,091","2,640","2,167","1,797","1,258",628,313,395,"30,468","1,521",953,792,803,990,"1,289","1,646","1,992","1,945","1,631","1,294","1,049",735,367,184,222,"17,413",938,660,626,770,"1,022","1,305","1,497","1,375","1,146","1,009",873,748,523,261,129,173,"13,055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005202,Jamaica,,388,B,"2,272","1,940","1,992","1,880","1,515","1,537","1,737","1,964","2,015","1,761","1,170","1,112",799,678,637,"1,305","24,314","1,203","1,002","1,028",979,783,782,891,965,"1,032",897,629,563,379,326,299,505,"12,263","1,069",938,964,901,732,755,846,999,983,864,541,549,420,352,338,800,"12,051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005203,Martinique,,474,B,"1,921","3,856","5,394","5,879","4,967","5,114","5,522","5,569","4,784","4,047","3,303","2,334","1,537","1,201",894,712,"57,034",963,"1,921","2,650","2,802","2,263","2,219","2,342","2,366","2,063","1,781","1,490","1,069",715,566,390,291,"25,891",958,"1,935","2,744","3,077","2,704","2,895","3,180","3,203","2,721","2,266","1,813","1,265",822,635,504,421,"31,143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005204,Montserrat,,500,B,107,99,69,70,88,117,128,126,106,95,82,49,31,26,18,33,"1,244",55,52,39,40,50,63,67,63,51,45,39,24,17,15,10,9,639,52,47,30,30,38,54,61,63,55,50,43,25,14,11,8,24,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005205,Puerto Rico,,630,B,"8,789","13,576","16,646","21,411","43,217","45,699","43,776","33,706","29,286","27,679","24,958","11,768","10,016","8,310","5,658","7,649","352,144","4,399","7,052","8,370","10,614","20,793","21,234","19,941","15,415","13,546","12,963","11,820","5,552","4,883","4,072","2,679","3,447","166,780","4,390","6,524","8,276","10,797","22,424","24,465","23,835","18,291","15,740","14,716","13,138","6,216","5,133","4,238","2,979","4,202","185,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005206,Saint Kitts and Nevis,,659,B,527,550,609,521,478,607,655,606,513,417,306,234,193,154,133,179,"6,682",271,280,292,249,238,315,355,337,287,231,170,131,108,85,70,82,"3,501",256,270,317,272,240,292,300,269,226,186,136,103,85,69,63,97,"3,181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2005207,Saint Lucia,,662,B,724,780,947,"1,013",820,940,"1,119","1,062",975,762,560,372,385,306,253,450,"11,468",368,393,478,513,411,462,547,524,488,393,289,193,204,164,134,222,"5,783",356,387,469,500,409,478,572,538,487,369,271,179,181,142,119,228,"5,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
